customer_id,address_id,country_code,address_match_key,address_type_code,mail_indicator,carrier_route,address_ncoa_date,address_1,address_2,address_3,address_4,address_5,address_6,post_code,date_last_modified,address_error,address_longitude,address_latitude,timestamp,create_store_no,modify_store_no,create_user_id,create_date,modify_user_id,create_source_id,create_comment,modify_source_id,modify_comment,posted_date,old_customer_id,temp_old_cust_no
4416,1,CAN,130684795    SHIP,SHIP,0,C4986,24-09-2023,5493 Maple Dr,Apt 826,Freeville,NY,North Wing,Floor 1,13068-8944,24-09-2023 00:00,R914,-83.952788,35.159637,000000000B37BC49,5011,5011,-1,10-01-2013 00:00,1000,2,System migration,3,Updated by customer,24-09-2023 00:00,OLD145272,4147166
4416,2,ESP,782016208    HOME,BILL,0,R966,28-05-2013,702 Broadway,#714,San Antonio,TX,South Wing,Ground Floor,78201-1046,28-05-2013 00:00,VERIFIED,-73.601963,37.826439,00000000089433A9,9451,9422,-2,16-05-2012 00:00,2000,2,Data import,1,Verified,28-05-2013 00:00,OLD233620,2998162
4417,1,ITA,282018573    MAIL,BILL,1,R560,17-04-2017,3570 Oak Ave,Unit 23,Charlotte,NC,West Tower,Mezzanine,28201-1830,17-04-2017 00:00,R913,-117.475727,45.124465,00000000173C00A1,9451,9588,1000,25-05-2014 00:00,3000,1,Initial load,3,Verified,17-04-2017 00:00,OLD749669,5794954
4417,2,JPN,321592108    MAIL,MAIL,0,R711,18-05-2023,4234 Park Ln,#312,Lady Lake,FL,Building B,Floor 2,32159-8959,18-05-2023 00:00,R913,-85.458204,28.541287,0000000027EA80DC,9422,9422,3000,07-09-2013 00:00,-2,3,System migration,3,Manual correction,18-05-2023 00:00,OLD358227,4429614
4418,1,USA,100013886    HOME,SHIP,1,R384,06-09-2012,9279 Salido Ave,#362,New York,NY,North Wing,Floor 3,10001-8731,06-09-2012 00:00,R915,-119.795293,46.516033,00000000161C359D,9451,9451,2000,12-01-2012 00:00,1000,2,Data import,1,Verified,06-09-2012 00:00,OLD376860,5392077
4419,1,ESP,331018459    HOME,MAIL,1,R132,14-02-2025,6960 Church Rd,Apt 241,Miami,FL,East Tower,Floor 1,33101-7776,14-02-2025 00:00,R913,-107.707258,43.22077,000000000504FEE0,5011,9451,2000,03-08-2013 00:00,2000,1,Initial load,3,Verified,14-02-2025 00:00,OLD125238,2156415
4420,1,MEX,100011846    HOME,HOME,0,C3165,20-03-2022,1886 Pine Ave,Apt 721,New York,NY,East Tower,Mezzanine,10001-8069,20-03-2022 00:00,R915,-85.185823,40.035473,000000000BDA7B00,1,9451,2000,06-06-2013 00:00,2000,4,Customer update,2,System update,20-03-2022 00:00,OLD469360,9523528
4420,2,JPN,321596608    SHIP,BILL,0,R899,18-06-2024,5147 Park Ln,Suite 746,Lady Lake,FL,North Wing,Mezzanine,32159-9890,18-06-2024 00:00,VALID,-66.809101,40.97208,0000000023C8CD40,9451,5011,3000,17-09-2013 00:00,-2,4,Customer update,3,System update,18-06-2024 00:00,OLD162589,1653596
4421,1,ITA,951014012    HOME,OTHER,0,R201,07-03-2017,4567 Lake Dr,Suite 621,San Jose,CA,West Tower,Mezzanine,95101-7200,07-03-2017 00:00,VERIFIED,-104.485352,35.285626,000000001AFA44F3,9330,9851,2000,09-03-2014 00:00,2000,3,Customer update,0,System update,07-03-2017 00:00,OLD657470,2849222
4422,1,FRA,770017291    BILL,MAIL,0,C5060,28-12-2013,9194 Leisure Ln,#374,Houston,TX,East Tower,Floor 2,77001-6982,28-12-2013 00:00,VERIFIED,-119.172131,27.802974,000000003709775D,1,9422,1000,30-04-2013 00:00,3000,4,Customer update,3,System update,28-12-2013 00:00,OLD354515,6628599
4423,1,AUS,782019570    WORK,WORK,0,C2162,16-08-2014,7651 Park Ln,Unit 17,San Antonio,TX,West Tower,Ground Floor,78201-9236,16-08-2014 00:00,VERIFIED,-110.437625,26.844674,00000000273CE01F,5011,9330,3000,10-07-2014 00:00,-2,1,System migration,0,Verified,16-08-2014 00:00,OLD768927,4797224
4424,1,CAN,787019791    BILL,WORK,1,C3610,20-06-2015,6057 Park Ln,Apt 322,Austin,TX,West Tower,Floor 3,78701-2380,20-06-2015 00:00,VALID,-104.170431,31.250983,00000000246D454B,9588,5011,-1,01-11-2013 00:00,1000,1,Data import,2,Verified,20-06-2015 00:00,OLD697170,5246843
4425,1,ESP,320992386    BILL,WORK,1,C2563,12-12-2020,1242 Salido Ave,Unit 46,Jacksonville,FL,Building A,Floor 1,32099-6049,12-12-2020 00:00,VERIFIED,-93.628602,34.060322,000000002BE1F6F1,9330,5011,-1,03-09-2014 00:00,2000,2,Customer update,1,NCOA update,12-12-2020 00:00,OLD775869,3257946
4425,2,CAN,430041983    WORK,MAIL,1,R364,05-08-2017,6010 Park Ln,Unit 15,Columbus,OH,Building A,Floor 3,43004-1577,05-08-2017 00:00,R914,-80.274825,35.136554,000000000EF4D9D0,9588,9851,2000,02-01-2013 00:00,-2,3,Address verification,0,Verified,05-08-2017 00:00,OLD857080,3281522
4426,1,ESP,921013017    WORK,MAIL,1,C6659,28-09-2018,1377 Washington Ave,Suite 123,San Diego,CA,East Tower,Floor 3,92101-4764,28-09-2018 00:00,R915,-74.382422,32.640585,000000003A4C4760,2,9451,2000,14-11-2013 00:00,-1,2,Address verification,3,Manual correction,28-09-2018 00:00,OLD898435,7520816
4427,1,FRA,850019855    WORK,WORK,1,C2404,30-12-2020,1296 Maple Dr,Unit 14,Phoenix,AZ,West Tower,Mezzanine,85001-3719,30-12-2020 00:00,R913,-96.775751,34.117611,00000000115146CC,2,9422,-2,26-08-2013 00:00,-2,2,Customer update,0,NCOA update,30-12-2020 00:00,OLD262609,1724363
4428,1,GBR,921015443    BILL,MAIL,0,C3828,23-04-2019,5091 Pine Ave,Unit 30,San Diego,CA,Building B,Mezzanine,92101-6577,23-04-2019 00:00,R914,-111.0759,37.054712,00000000374C84E0,9851,9851,-1,12-04-2013 00:00,2000,2,Data import,1,System update,23-04-2019 00:00,OLD784352,5349912
4429,1,MEX,787013440    MAIL,HOME,1,R867,25-07-2018,7608 Oak Ave,Unit 38,Austin,TX,South Wing,Floor 3,78701-2641,25-07-2018 00:00,VALID,-69.807324,29.332982,000000003B2B6492,9422,2,1000,23-04-2012 00:00,3000,1,Data import,1,System update,25-07-2018 00:00,OLD195424,1986500
4430,1,GBR,782013953    WORK,BILL,0,C4566,13-10-2014,367 Cedar Rd,Suite 234,San Antonio,TX,Building A,Floor 1,78201-1354,13-10-2014 00:00,VALID,-69.221528,46.152592,0000000023AF3D3F,2,9422,1000,01-06-2012 00:00,1000,3,System migration,2,System update,13-10-2014 00:00,OLD813123,7714355
4430,2,USA,900019950    WORK,OTHER,1,R990,10-01-2018,2694 Hill St,Unit 35,Los Angeles,CA,South Wing,Floor 3,90001-3985,10-01-2018 00:00,VALID,-80.202313,34.985951,00000000051AB0AD,9851,9588,-1,22-12-2012 00:00,-2,4,Customer update,2,NCOA update,10-01-2018 00:00,OLD513073,6368431
4431,1,MEX,921015070    WORK,WORK,1,C2280,15-04-2022,8680 Broadway,Unit 27,San Diego,CA,North Wing,Floor 1,92101-4082,15-04-2022 00:00,R915,-119.307258,28.18057,00000000147440FF,9422,2,3000,13-09-2012 00:00,3000,1,Address verification,0,Manual correction,15-04-2022 00:00,OLD563101,9026040
4432,1,FRA,321591545    SHIP,BILL,0,C6660,02-07-2013,9842 Broadway,Suite 700,Lady Lake,FL,Building B,Mezzanine,32159-5966,02-07-2013 00:00,VERIFIED,-109.980651,49.869344,0000000027C57FC2,9851,9451,1000,05-04-2013 00:00,-1,3,Data import,1,Updated by customer,02-07-2013 00:00,OLD562267,9995077
4432,2,FRA,951011704    HOME,BILL,0,C6580,20-07-2024,2811 Main St,Suite 811,San Jose,CA,Building B,Floor 1,95101-1290,20-07-2024 00:00,VALID,-95.069105,44.349146,0000000021BAC5E7,9851,9588,1000,07-02-2013 00:00,2000,1,Customer update,1,Updated by customer,20-07-2024 00:00,OLD162717,8469194
4433,1,USA,282016364    SHIP,WORK,1,C2185,03-05-2021,6520 Lake Dr,#494,Charlotte,NC,North Wing,Floor 2,28201-6908,03-05-2021 00:00,R913,-82.161853,34.171193,000000001F443057,9588,9451,1000,18-11-2013 00:00,3000,4,Initial load,0,NCOA update,03-05-2021 00:00,OLD583246,3848720
4433,2,USA,100018780    HOME,WORK,1,R767,08-04-2018,6258 Pine Ave,Apt 473,New York,NY,Building A,Mezzanine,10001-9360,08-04-2018 00:00,VERIFIED,-85.936106,40.245312,000000001D97DDFB,2,2,3000,13-03-2013 00:00,2000,2,System migration,2,Verified,08-04-2018 00:00,OLD473573,2004175
4434,1,JPN,752015751    HOME,OTHER,1,C1207,02-10-2015,6826 Hill St,#310,Dallas,TX,South Wing,Mezzanine,75201-1933,02-10-2015 00:00,R915,-105.132731,30.958187,000000000D18E6CA,2,9330,2000,03-02-2014 00:00,-2,4,Address verification,1,System update,02-10-2015 00:00,OLD269545,2181090
4435,1,JPN,850017346    HOME,HOME,0,R303,25-08-2018,8514 Salido Ave,Unit 26,Phoenix,AZ,West Tower,Floor 3,85001-3240,25-08-2018 00:00,VALID,-101.950754,33.787242,00000000154D13EB,1,9851,1000,02-09-2014 00:00,2000,2,Data import,2,Manual correction,25-08-2018 00:00,OLD783502,8891373
4436,1,CAN,606018128    HOME,MAIL,1,R438,08-10-2016,4814 Lake Dr,#434,Chicago,IL,South Wing,Ground Floor,60601-1375,08-10-2016 00:00,VERIFIED,-124.73198,48.357519,0000000018056F9D,9330,9330,3000,10-04-2014 00:00,3000,1,Customer update,0,System update,08-10-2016 00:00,OLD654497,4253964
4437,1,MEX,850014979    MAIL,WORK,0,C4522,14-05-2015,8666 Lake Dr,#216,Phoenix,AZ,East Tower,Floor 2,85001-7687,14-05-2015 00:00,VERIFIED,-110.944889,35.765278,00000000394E1C21,9588,9422,1000,26-09-2014 00:00,-2,1,Customer update,2,System update,14-05-2015 00:00,OLD411141,7103083
4437,2,FRA,761014883    WORK,WORK,0,C5580,17-10-2017,5306 Pine Ave,#306,Fort Worth,TX,West Tower,Floor 1,76101-4264,17-10-2017 00:00,VALID,-67.993146,33.804777,0000000029A7D85A,2,9330,3000,14-12-2012 00:00,-1,2,Customer update,3,System update,17-10-2017 00:00,OLD602494,4544687
4438,1,CAN,787017069    WORK,BILL,0,C3737,05-12-2024,130 Broadway,Apt 701,Austin,TX,Building B,Mezzanine,78701-4019,05-12-2024 00:00,R915,-78.933009,45.611805,00000000348D5A0C,9851,9851,-1,11-01-2012 00:00,-1,4,Initial load,1,Manual correction,05-12-2024 00:00,OLD285486,3792913
4438,2,ITA,130684357    WORK,WORK,1,C2898,25-11-2018,463 Market St,Unit 45,Freeville,NY,East Tower,Floor 1,13068-7796,25-11-2018 00:00,VALID,-124.237255,41.609585,000000003310BB4D,9851,5011,1000,13-02-2013 00:00,1000,4,Address verification,1,Updated by customer,25-11-2018 00:00,OLD976551,3613667
4439,1,DEU,782015645    MAIL,WORK,0,C1503,23-06-2018,1176 Main St,Unit 31,San Antonio,TX,West Tower,Ground Floor,78201-6210,23-06-2018 00:00,R915,-88.069899,34.433657,000000002D647397,9851,9422,3000,10-03-2013 00:00,3000,1,Data import,2,System update,23-06-2018 00:00,OLD971846,1392975
4440,1,AUS,321593351    MAIL,MAIL,0,C7504,18-11-2023,3042 Elm St,#670,Lady Lake,FL,North Wing,Mezzanine,32159-5116,18-11-2023 00:00,R914,-93.711972,40.781105,0000000008A15883,9330,5011,-2,11-01-2013 00:00,1000,1,Address verification,3,Manual correction,18-11-2023 00:00,OLD457226,1789491
4440,2,ITA,321592690    MAIL,OTHER,0,C2304,17-08-2015,4839 Washington Ave,Suite 849,Lady Lake,FL,East Tower,Floor 2,32159-5985,17-08-2015 00:00,VERIFIED,-107.024996,41.291157,00000000394EC4B9,1,9451,1000,02-05-2012 00:00,-2,2,Customer update,0,NCOA update,17-08-2015 00:00,OLD824167,4523448
4441,1,ESP,100014120    SHIP,SHIP,0,C3715,01-02-2024,9434 Market St,#498,New York,NY,North Wing,Mezzanine,10001-2257,01-02-2024 00:00,VALID,-82.116372,25.253859,00000000069934D4,9422,9451,-1,22-07-2013 00:00,-2,1,Customer update,2,NCOA update,01-02-2024 00:00,OLD906298,9782347
4442,1,JPN,606018515    BILL,MAIL,1,C2610,26-07-2020,448 Hill St,#229,Chicago,IL,North Wing,Floor 1,60601-2358,26-07-2020 00:00,VALID,-74.15552,47.620721,0000000000865F9E,9588,2,-2,27-06-2012 00:00,-1,2,Address verification,2,Updated by customer,26-07-2020 00:00,OLD421980,7393788
4443,1,JPN,770019181    BILL,MAIL,1,R670,03-12-2019,5564 Park Ln,#393,Houston,TX,Building B,Floor 2,77001-3949,03-12-2019 00:00,VERIFIED,-67.898824,49.419457,0000000002520BF0,9588,9851,1000,04-09-2014 00:00,2000,2,Initial load,0,System update,03-12-2019 00:00,OLD860909,7201537
4443,2,MEX,606011113    MAIL,OTHER,1,R206,31-07-2015,2379 Leisure Ln,Suite 274,Chicago,IL,East Tower,Floor 2,60601-5684,31-07-2015 00:00,VALID,-108.26209,49.234843,00000000276AB629,9851,1,2000,20-06-2014 00:00,3000,4,Customer update,1,System update,31-07-2015 00:00,OLD721560,2592588
4444,1,ESP,782013548    HOME,OTHER,1,C9523,30-10-2023,1970 Salido Ave,Apt 343,San Antonio,TX,Building A,Floor 2,78201-7612,30-10-2023 00:00,R914,-98.170903,45.839268,000000000CAA4D03,9330,9422,1000,14-01-2014 00:00,1000,2,Customer update,1,NCOA update,30-10-2023 00:00,OLD935332,1660223
4444,2,ESP,282012663    SHIP,OTHER,0,R953,05-05-2019,414 Elm St,Suite 789,Charlotte,NC,Building B,Ground Floor,28201-1434,05-05-2019 00:00,R914,-93.732773,48.789835,0000000008E873C5,2,9330,-2,06-03-2012 00:00,-1,4,Initial load,2,Updated by customer,05-05-2019 00:00,OLD184541,1413682
4445,1,CAN,606019842    MAIL,MAIL,1,R514,03-08-2014,421 Lake Dr,Apt 636,Chicago,IL,North Wing,Mezzanine,60601-9930,03-08-2014 00:00,R914,-79.795908,26.730807,00000000201D4969,1,9330,2000,03-08-2013 00:00,2000,2,Data import,2,NCOA update,03-08-2014 00:00,OLD996297,2634236
4445,2,FRA,320998079    WORK,SHIP,1,R603,10-12-2020,1361 Salido Ave,Apt 920,Jacksonville,FL,North Wing,Mezzanine,32099-8456,10-12-2020 00:00,R914,-78.508124,33.336492,0000000002F03486,2,1,3000,15-10-2013 00:00,-2,3,Address verification,2,NCOA update,10-12-2020 00:00,OLD273280,8957197
4446,1,FRA,900018844    MAIL,HOME,1,R927,21-11-2013,9900 Elm St,Unit 36,Los Angeles,CA,Building B,Ground Floor,90001-3977,21-11-2013 00:00,VALID,-99.109496,46.961721,00000000244CEA7B,9851,9851,1000,17-02-2013 00:00,-2,2,Customer update,3,System update,21-11-2013 00:00,OLD984532,7806831
4446,2,ESP,320992642    HOME,WORK,1,C3929,04-07-2016,575 Hill St,#266,Jacksonville,FL,West Tower,Ground Floor,32099-6595,04-07-2016 00:00,VERIFIED,-99.200307,35.753312,0000000011443FEC,1,9422,-1,24-06-2014 00:00,1000,3,System migration,1,System update,04-07-2016 00:00,OLD498320,5257798
4447,1,USA,900014630    WORK,WORK,0,C8431,14-05-2024,2862 Salido Ave,Suite 469,Los Angeles,CA,East Tower,Floor 2,90001-8887,14-05-2024 00:00,VALID,-79.011191,43.925154,0000000005AA6ED4,9588,9422,2000,28-09-2013 00:00,2000,2,Initial load,1,NCOA update,14-05-2024 00:00,OLD696100,8728390
4447,2,AUS,850013886    HOME,OTHER,1,C1632,15-08-2014,2732 Broadway,Suite 681,Phoenix,AZ,Building B,Mezzanine,85001-2859,15-08-2014 00:00,R914,-88.095445,34.212085,0000000035D66339,2,9851,3000,28-01-2012 00:00,-2,2,Initial load,2,Verified,15-08-2014 00:00,OLD446821,6647446
4448,1,DEU,850019919    MAIL,WORK,0,R718,19-10-2013,6322 Main St,Unit 16,Phoenix,AZ,East Tower,Floor 3,85001-1330,19-10-2013 00:00,R915,-116.227602,47.933204,00000000356537E2,9330,9851,-2,17-10-2013 00:00,-2,2,Customer update,2,Verified,19-10-2013 00:00,OLD860629,6157648
4449,1,CAN,190196079    MAIL,HOME,1,R486,28-10-2022,2758 Maple Dr,Unit 26,Philadelphia,PA,South Wing,Mezzanine,19019-7081,28-10-2022 00:00,VALID,-75.772396,44.152466,000000001DAA56EB,1,1,-1,21-03-2014 00:00,2000,1,Address verification,3,Manual correction,28-10-2022 00:00,OLD982409,1319893
4450,1,JPN,770016311    SHIP,SHIP,0,R140,11-10-2013,9365 Broadway,Apt 309,Houston,TX,East Tower,Floor 3,77001-9593,11-10-2013 00:00,R915,-65.310998,37.675014,0000000006903497,5011,9330,3000,04-08-2013 00:00,-1,1,Data import,3,Updated by customer,11-10-2013 00:00,OLD225371,7011694
4451,1,AUS,282018502    MAIL,HOME,0,R952,11-07-2022,7246 Park Ln,#867,Charlotte,NC,East Tower,Ground Floor,28201-6481,11-07-2022 00:00,R915,-100.111512,32.006865,0000000039205F63,2,9422,-2,07-08-2014 00:00,2000,4,Data import,1,Updated by customer,11-07-2022 00:00,OLD967891,9970148
4451,2,USA,321594280    MAIL,BILL,1,C4548,04-08-2014,750 Maple Dr,#522,Lady Lake,FL,North Wing,Floor 3,32159-9717,04-08-2014 00:00,VERIFIED,-118.338674,46.300693,0000000003F494C0,9851,9330,3000,19-08-2012 00:00,3000,3,Customer update,3,Manual correction,04-08-2014 00:00,OLD114639,5094500
4452,1,MEX,850011689    BILL,HOME,0,R292,07-12-2016,9115 Main St,Unit 30,Phoenix,AZ,Building A,Floor 2,85001-1006,07-12-2016 00:00,VERIFIED,-101.873744,31.772141,0000000015DA0CAE,9588,9422,3000,03-04-2012 00:00,3000,1,System migration,3,Updated by customer,07-12-2016 00:00,OLD891746,1890496
4452,2,ESP,782018790    MAIL,SHIP,1,C9247,09-01-2018,8352 Lake Dr,Apt 11,San Antonio,TX,Building B,Mezzanine,78201-6701,09-01-2018 00:00,R913,-75.700469,44.041136,000000000D2B0863,9422,9330,-1,02-02-2013 00:00,3000,2,System migration,1,System update,09-01-2018 00:00,OLD508546,1615501
4453,1,GBR,320991254    BILL,HOME,1,C2701,25-02-2018,6549 Hill St,#687,Jacksonville,FL,West Tower,Floor 3,32099-8781,25-02-2018 00:00,R913,-109.394147,27.346012,000000000A34AB2C,9851,9851,-2,11-08-2013 00:00,-1,4,System migration,2,Updated by customer,25-02-2018 00:00,OLD703735,1783644
4453,2,AUS,951018284    HOME,OTHER,1,C3518,27-01-2018,620 Park Ln,Apt 392,San Jose,CA,West Tower,Floor 2,95101-3143,27-01-2018 00:00,VERIFIED,-121.455653,43.489043,000000002058DA9C,9588,9588,-2,23-01-2012 00:00,-1,2,Initial load,3,NCOA update,27-01-2018 00:00,OLD428078,7175259
4454,1,JPN,321592034    WORK,HOME,0,C7602,24-07-2016,8415 Elm St,Suite 399,Lady Lake,FL,Building B,Floor 2,32159-6278,24-07-2016 00:00,R913,-104.343764,44.724412,000000001F240834,9851,9451,-1,25-09-2014 00:00,1000,3,System migration,0,Updated by customer,24-07-2016 00:00,OLD244607,3912409
4454,2,AUS,130688488    HOME,OTHER,0,R326,19-08-2025,1269 Maple Dr,Apt 743,Freeville,NY,Building B,Ground Floor,13068-3840,19-08-2025 00:00,R914,-74.048566,33.242227,000000001DC4CD02,2,9851,3000,20-04-2012 00:00,2000,3,System migration,1,System update,19-08-2025 00:00,OLD659307,5558861
4455,1,ITA,900019615    SHIP,OTHER,0,R364,16-02-2014,4678 Hill St,Suite 360,Los Angeles,CA,North Wing,Floor 2,90001-5357,16-02-2014 00:00,R914,-69.933125,43.393093,00000000029D4B58,9851,9588,1000,26-09-2012 00:00,-2,4,Address verification,2,NCOA update,16-02-2014 00:00,OLD629603,9076587
4456,1,GBR,900012658    WORK,BILL,1,C3476,22-12-2015,1105 Cedar Rd,Apt 548,Los Angeles,CA,East Tower,Floor 3,90001-3561,22-12-2015 00:00,R915,-90.174823,25.645707,0000000030E68F5D,9851,9588,1000,21-08-2013 00:00,-1,2,System migration,0,NCOA update,22-12-2015 00:00,OLD590013,9036756
4457,1,AUS,190198581    BILL,MAIL,0,R889,27-08-2018,797 Market St,Apt 464,Philadelphia,PA,South Wing,Ground Floor,19019-7844,27-08-2018 00:00,R914,-114.411733,33.043553,000000000E9DB505,2,9422,-2,07-01-2014 00:00,3000,4,Initial load,3,Updated by customer,27-08-2018 00:00,OLD570792,3942373
4457,2,DEU,787019293    WORK,WORK,1,R230,05-08-2019,7209 Park Ln,Unit 4,Austin,TX,East Tower,Floor 2,78701-7467,05-08-2019 00:00,R913,-95.101981,41.354853,0000000000C41ABE,9588,5011,2000,11-01-2014 00:00,2000,4,Initial load,2,NCOA update,05-08-2019 00:00,OLD401600,9779045
4458,1,GBR,100013956    BILL,MAIL,0,R942,25-09-2017,7231 Church Rd,Suite 441,New York,NY,South Wing,Floor 3,10001-9512,25-09-2017 00:00,R914,-121.872141,34.685057,000000003B0A2E1B,1,9330,2000,08-07-2012 00:00,3000,1,Address verification,0,Updated by customer,25-09-2017 00:00,OLD976713,1307163
4458,2,DEU,320998848    HOME,WORK,0,R648,27-09-2021,7894 Main St,Suite 907,Jacksonville,FL,South Wing,Ground Floor,32099-5889,27-09-2021 00:00,R915,-96.900077,48.909519,0000000017A1CD05,2,9451,3000,20-02-2014 00:00,-2,3,System migration,3,NCOA update,27-09-2021 00:00,OLD533479,8162507
4459,1,FRA,787012585    MAIL,SHIP,0,R391,28-08-2016,6460 Maple Dr,Unit 37,Austin,TX,North Wing,Ground Floor,78701-1869,28-08-2016 00:00,VERIFIED,-91.333463,38.46044,000000001EAACA85,9588,9330,-1,06-02-2012 00:00,2000,4,Initial load,3,System update,28-08-2016 00:00,OLD821933,8552085
4460,1,ESP,850018292    WORK,BILL,0,R713,29-07-2013,6798 Church Rd,#394,Phoenix,AZ,Building B,Ground Floor,85001-1379,29-07-2013 00:00,VERIFIED,-78.859987,47.759306,000000000BC8678C,9330,9588,2000,29-03-2013 00:00,-2,2,Address verification,1,Updated by customer,29-07-2013 00:00,OLD892379,5795355
4461,1,MEX,130686989    WORK,HOME,1,R983,13-01-2023,5133 Lake Dr,Unit 48,Freeville,NY,East Tower,Floor 1,13068-9344,13-01-2023 00:00,VALID,-71.197833,49.923622,0000000008DEE4D2,9330,9330,2000,26-02-2014 00:00,2000,2,Address verification,1,System update,13-01-2023 00:00,OLD802710,7449661
4462,1,FRA,320997201    SHIP,WORK,0,C4736,24-04-2019,4704 Hill St,Suite 877,Jacksonville,FL,North Wing,Floor 1,32099-4805,24-04-2019 00:00,R914,-124.235164,30.162383,000000001A29564B,9330,2,2000,08-05-2014 00:00,1000,4,Initial load,0,Verified,24-04-2019 00:00,OLD253721,3830357
4463,1,FRA,782019750    HOME,WORK,0,R710,17-04-2015,9768 Leisure Ln,Unit 44,San Antonio,TX,East Tower,Floor 2,78201-4657,17-04-2015 00:00,R915,-116.047557,41.943594,000000001E8022C7,9330,2,-1,25-04-2013 00:00,3000,1,Address verification,2,NCOA update,17-04-2015 00:00,OLD690760,1669174
4463,2,MEX,320994751    MAIL,SHIP,0,R497,01-10-2022,1007 Pine Ave,#898,Jacksonville,FL,Building B,Floor 1,32099-2713,01-10-2022 00:00,VALID,-82.230668,39.897619,0000000038B9E91D,1,2,3000,29-06-2014 00:00,-1,2,Initial load,1,Updated by customer,01-10-2022 00:00,OLD827063,6432938
4464,1,MEX,320999041    HOME,SHIP,1,C7525,15-06-2016,6101 Elm St,Unit 15,Jacksonville,FL,Building A,Ground Floor,32099-7573,15-06-2016 00:00,R913,-85.908804,42.13715,000000000208FF15,9851,9851,-2,01-01-2013 00:00,2000,1,Address verification,3,System update,15-06-2016 00:00,OLD533559,6406622
4464,2,DEU,282011320    HOME,SHIP,1,R848,14-12-2014,1370 Hill St,#549,Charlotte,NC,North Wing,Floor 1,28201-4638,14-12-2014 00:00,VERIFIED,-120.232676,49.621991,000000002FCFAEE7,9851,5011,1000,20-05-2014 00:00,-1,3,Customer update,3,NCOA update,14-12-2014 00:00,OLD635721,4432206
4465,1,GBR,430044989    HOME,OTHER,1,R528,22-06-2014,9389 Cedar Rd,Unit 32,Columbus,OH,North Wing,Mezzanine,43004-3238,22-06-2014 00:00,R914,-89.796433,43.747994,0000000011B700A1,9422,9451,1000,03-04-2014 00:00,-1,2,System migration,2,Verified,22-06-2014 00:00,OLD332799,1663830
4465,2,JPN,951014481    MAIL,SHIP,1,R408,12-05-2015,5331 Main St,Apt 357,San Jose,CA,North Wing,Ground Floor,95101-3976,12-05-2015 00:00,R914,-82.341569,40.429276,000000000763C96E,1,9330,-2,26-06-2012 00:00,3000,1,Address verification,0,Updated by customer,12-05-2015 00:00,OLD294657,3005146
4466,1,USA,100018164    HOME,BILL,0,C1970,10-06-2014,3553 Hill St,Unit 27,New York,NY,West Tower,Ground Floor,10001-5232,10-06-2014 00:00,VERIFIED,-124.061644,25.409779,00000000351E3E36,5011,1,1000,28-11-2013 00:00,3000,2,Customer update,1,Updated by customer,10-06-2014 00:00,OLD416109,9261958
4466,2,DEU,787012364    BILL,BILL,1,C3970,22-09-2015,9036 Oak Ave,#557,Austin,TX,Building A,Floor 1,78701-7894,22-09-2015 00:00,R913,-122.403263,28.480145,000000001826D122,9422,1,3000,11-03-2014 00:00,-2,2,Data import,0,NCOA update,22-09-2015 00:00,OLD928094,2462978
4467,1,DEU,752017211    BILL,HOME,1,C9128,25-09-2020,9777 Elm St,Unit 45,Dallas,TX,West Tower,Ground Floor,75201-8063,25-09-2020 00:00,R913,-106.825992,47.378636,000000002D9D6763,9330,2,2000,09-08-2013 00:00,-2,3,System migration,2,System update,25-09-2020 00:00,OLD523159,3446387
4468,1,FRA,321599742    HOME,MAIL,0,R410,12-11-2012,6437 Washington Ave,#296,Lady Lake,FL,East Tower,Floor 1,32159-4259,12-11-2012 00:00,R913,-92.877319,31.142629,00000000256081A7,9330,9588,1000,13-09-2012 00:00,1000,3,Customer update,3,Updated by customer,12-11-2012 00:00,OLD331031,6554346
4468,2,ITA,430049319    BILL,SHIP,1,R717,30-09-2015,7051 Lake Dr,Suite 906,Columbus,OH,North Wing,Floor 2,43004-9883,30-09-2015 00:00,R913,-108.450164,33.503339,000000003A39D863,9451,5011,1000,18-05-2014 00:00,1000,3,Initial load,0,Updated by customer,30-09-2015 00:00,OLD508503,3884034
4469,1,USA,282018625    WORK,BILL,0,C6580,01-09-2021,2909 Church Rd,#389,Charlotte,NC,East Tower,Ground Floor,28201-6702,01-09-2021 00:00,R915,-79.901526,28.729309,000000001475FD1E,9330,9422,-2,11-07-2013 00:00,3000,3,System migration,2,Verified,01-09-2021 00:00,OLD208954,4176287
4469,2,MEX,282019999    MAIL,BILL,0,R217,11-06-2019,5391 Washington Ave,Unit 13,Charlotte,NC,Building A,Floor 2,28201-4433,11-06-2019 00:00,R913,-110.781518,43.631612,0000000016D60234,2,9851,2000,14-03-2014 00:00,-1,3,Data import,3,Updated by customer,11-06-2019 00:00,OLD738609,4421521
4470,1,AUS,130681279    MAIL,OTHER,1,C6485,22-06-2017,5729 Oak Ave,Unit 31,Freeville,NY,North Wing,Floor 1,13068-4385,22-06-2017 00:00,VALID,-120.313956,41.533403,000000002DC18821,1,9851,-1,04-01-2013 00:00,-2,1,Customer update,2,Updated by customer,22-06-2017 00:00,OLD197811,9251452
