orderid,createdtimestamp,iscancelled,isconfirmed,maxfulfillmentstatusid,minfulfillmentstatusid,ordertypeid,orgid,sellinglocationid,messageid,utmcampaign,utmmedium,utmsource,customeremail,fulfillmentstatus,alternateorderid,order_source,payment_method,shipping_method,customer_type,device_type,browser
122002406,2022-09-19T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC8568,1511963e-3c83-4ee6-83a2-138552eb9fab,cyber_monday,email,instagram,customer3961@email.com,Fulfilled,ALT928134,WEBSITE,GIFT_CARD,EXPRESS,RETURNING,DESKTOP,Edge
122002407,2023-08-25T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC5523,0de8c2d4-0702-411c-8de0-a6675e6081e5,new_year,cpc,facebook,customer7453@email.com,Fulfilled,ALT326063,IN_STORE,PAYPAL,OVERNIGHT,VIP,MOBILE,Safari
122002408,2024-09-09T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC3560,be502de6-53ed-41b9-bc95-cdb779c51772,cyber_monday,referral,google,customer1923@email.com,Pending,ALT759817,MOBILE_APP,DEBIT_CARD,PICKUP,LOYALTY,MOBILE,Firefox
122002409,2021-10-05T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC9935,03c3a17e-9b97-433e-aabb-06ac5a0ecd8d,fall_clearance,referral,newsletter,customer2743@email.com,Fulfilled,ALT730807,MOBILE_APP,DEBIT_CARD,SAME_DAY,VIP,MOBILE,Chrome
122002410,2020-02-28T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC7930,6766bafc-3b5e-43a5-8849-fcb28b16bd8f,summer_promo,referral,facebook,customer6605@email.com,Shipped,ALT866387,IN_STORE,GIFT_CARD,PICKUP,VIP,TABLET,Edge
122002411,2024-02-23T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC3714,6ff1c9a4-2c46-4f46-8a98-37491a7384a7,black_friday,referral,instagram,customer8577@email.com,Processing,ALT129160,MOBILE_APP,PAYPAL,OVERNIGHT,LOYALTY,MOBILE,Safari
122002412,2022-01-22T00:00:00.000,False,True,2000,2000,PHONE,dxlg-us,LOC7768,e8afb25b-51b7-4564-a606-51e55f559b1f,new_year,direct,instagram,customer2065@email.com,Fulfilled,ALT411098,IN_STORE,DEBIT_CARD,OVERNIGHT,NEW,APP,Firefox
122002413,2025-07-20T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC2773,e7352a22-a284-4797-af3c-af9a1d1d6171,new_year,referral,affiliate,customer9187@email.com,Pending,ALT696515,IN_STORE,PAYPAL,SAME_DAY,VIP,APP,Firefox
122002414,2024-08-13T00:00:00.000,False,True,5000,5000,MOBILE,dxlg-us,LOC4586,9a28aaf7-aaaa-4212-91ef-150ad8fb90ec,holiday_2024,referral,instagram,customer3514@email.com,Fulfilled,ALT697026,IN_STORE,PAYPAL,SAME_DAY,VIP,MOBILE,Chrome
122002415,2020-02-05T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC6342,19d7135e-de72-4fd6-afab-dd45b3840c0b,spring_sale,referral,instagram,customer6546@email.com,Fulfilled,ALT603271,CALL_CENTER,DEBIT_CARD,PICKUP,RETURNING,MOBILE,Edge
122002416,2024-06-12T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC5665,10604f20-e6a2-43b4-99d8-c776f0aa6afd,summer_promo,organic,instagram,customer4506@email.com,Fulfilled,ALT293866,IN_STORE,CREDIT_CARD,SAME_DAY,NEW,MOBILE,Edge
122002417,2021-09-27T00:00:00.000,False,True,4000,4000,MOBILE,dxlg-us,LOC2996,df6c0d4b-402d-48c9-87cc-5a8b3ea2f5bb,spring_sale,direct,affiliate,customer4281@email.com,Fulfilled,ALT769383,MOBILE_APP,PAYPAL,EXPRESS,RETURNING,MOBILE,Mobile Safari
122002418,2024-02-21T00:00:00.000,False,True,5000,5000,PHONE,dxlg-us,LOC7457,b8c47283-7023-4ff3-9d10-a99dadee81c1,summer_promo,direct,instagram,customer1419@email.com,Pending,ALT944377,IN_STORE,APPLE_PAY,OVERNIGHT,RETURNING,DESKTOP,Mobile Safari
122002419,2025-03-31T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC9172,c7125444-63af-4271-a27e-a9a0c8bb264c,holiday_2024,organic,twitter,customer1393@email.com,Fulfilled,ALT559592,MOBILE_APP,PAYPAL,OVERNIGHT,LOYALTY,APP,Edge
122002420,2024-03-25T00:00:00.000,False,True,5000,5000,MOBILE,dxlg-us,LOC8068,021014a3-4425-45fa-a463-cf30c6416d91,cyber_monday,email,twitter,customer6067@email.com,Fulfilled,ALT643204,IN_STORE,APPLE_PAY,EXPRESS,VIP,DESKTOP,Mobile Safari
122002421,2023-09-01T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC7998,0ef3f8f4-523b-40b7-a102-27c66de8bde3,summer_promo,direct,newsletter,customer4020@email.com,Pending,ALT498797,MOBILE_APP,DEBIT_CARD,EXPRESS,VIP,APP,Safari
122002422,2025-06-21T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC9852,01fcf0d9-8f34-43c3-b495-948dce861661,new_year,referral,bing,customer3713@email.com,Pending,ALT157516,CALL_CENTER,GIFT_CARD,EXPRESS,RETURNING,MOBILE,Firefox
122002423,2022-10-26T00:00:00.000,False,True,2000,2000,STORE,dxlg-us,LOC7516,7ee12080-f73d-42a4-ac3d-5e6aa2dbcf00,spring_sale,email,instagram,customer2640@email.com,Fulfilled,ALT728616,IN_STORE,CREDIT_CARD,SAME_DAY,NEW,APP,Mobile Safari
122002424,2024-06-09T00:00:00.000,False,True,4000,4000,STORE,dxlg-us,LOC9518,7b16fba4-b707-4644-9cdd-8a298335ffef,cyber_monday,direct,newsletter,customer3775@email.com,Fulfilled,ALT362752,CALL_CENTER,CREDIT_CARD,EXPRESS,VIP,DESKTOP,Mobile Safari
122002425,2024-10-15T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC2420,778962e1-5172-4da4-b681-b21d55bbf3ca,summer_promo,referral,instagram,customer5474@email.com,Fulfilled,ALT991388,MOBILE_APP,DEBIT_CARD,STANDARD,RETURNING,DESKTOP,Chrome
122002426,2024-06-06T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC8682,fc63b195-80aa-403c-b6d1-7b40a0bcfa8e,holiday_2024,direct,google,customer3215@email.com,Processing,ALT973022,MOBILE_APP,GIFT_CARD,PICKUP,RETURNING,DESKTOP,Chrome
122002427,2021-10-08T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC7316,9094646d-4c77-4355-93af-a73b9d513775,summer_promo,email,bing,customer7013@email.com,Fulfilled,ALT132589,WEBSITE,DEBIT_CARD,EXPRESS,NEW,TABLET,Safari
122002428,2022-06-04T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC7471,953f4c74-985e-4655-9e56-99506d934497,cyber_monday,referral,facebook,customer2090@email.com,Fulfilled,ALT905330,WEBSITE,APPLE_PAY,SAME_DAY,RETURNING,DESKTOP,Safari
122002429,2025-06-09T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC9999,c67cd6c3-ad50-4e21-99ed-72b3d4d9af47,black_friday,organic,newsletter,customer4068@email.com,Fulfilled,ALT974243,WEBSITE,DEBIT_CARD,SAME_DAY,VIP,DESKTOP,Safari
122002430,2021-02-04T00:00:00.000,False,True,2000,2000,STORE,dxlg-us,LOC6246,e69b5789-6941-498a-bc6b-6f31d59e9907,holiday_2024,direct,twitter,customer1225@email.com,Fulfilled,ALT833118,WEBSITE,CREDIT_CARD,SAME_DAY,NEW,APP,Edge
122002431,2023-11-04T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC5817,e9ac951f-37fd-497c-bc53-ecdf26c2c7bd,new_year,cpc,bing,customer4906@email.com,Fulfilled,ALT329342,IN_STORE,CREDIT_CARD,OVERNIGHT,NEW,TABLET,Firefox
122002432,2025-07-11T00:00:00.000,False,True,4000,4000,WEB,dxlg-us,LOC2860,1c736e0d-eeda-4239-b82e-f19e143221f8,holiday_2024,referral,google,customer8408@email.com,Fulfilled,ALT239853,IN_STORE,DEBIT_CARD,SAME_DAY,RETURNING,DESKTOP,Firefox
122002433,2020-08-06T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC9934,3c0b92be-5090-4397-87cb-a845090dc230,cyber_monday,social,instagram,customer2868@email.com,Fulfilled,ALT978051,MOBILE_APP,DEBIT_CARD,STANDARD,LOYALTY,DESKTOP,Chrome
122002434,2024-03-14T00:00:00.000,False,True,5000,5000,MOBILE,dxlg-us,LOC3915,b058fdef-00a7-4eb6-bd6a-b192fc5eaa69,fall_clearance,referral,google,customer9951@email.com,Fulfilled,ALT245576,CALL_CENTER,DEBIT_CARD,PICKUP,LOYALTY,MOBILE,Firefox
122002435,2021-08-27T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC2446,1a986910-31f5-41d6-ae61-55f55f2fa867,summer_promo,email,google,customer8154@email.com,Pending,ALT691396,CALL_CENTER,PAYPAL,EXPRESS,RETURNING,MOBILE,Edge
122002436,2025-07-16T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC7568,abd3d283-8301-46e7-a7f0-d582d0afbed5,holiday_2024,direct,google,customer2850@email.com,Cancelled,ALT554040,IN_STORE,APPLE_PAY,PICKUP,RETURNING,DESKTOP,Safari
122002437,2023-08-03T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC5203,7b3fc994-bb07-4563-97d7-75995e3a21d1,new_year,social,newsletter,customer8248@email.com,Fulfilled,ALT917589,WEBSITE,DEBIT_CARD,EXPRESS,NEW,TABLET,Chrome
122002438,2025-06-02T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC1379,cc325324-9e26-4941-b80a-f673c6aa5f3d,fall_clearance,referral,google,customer6914@email.com,Cancelled,ALT306974,WEBSITE,APPLE_PAY,SAME_DAY,VIP,DESKTOP,Chrome
122002439,2023-11-04T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC1043,43f817a6-79bd-4c07-86a4-b5ea87e55549,black_friday,cpc,bing,customer6241@email.com,Fulfilled,ALT674355,CALL_CENTER,GIFT_CARD,PICKUP,LOYALTY,DESKTOP,Safari
122002440,2025-07-26T00:00:00.000,False,True,2000,2000,STORE,dxlg-us,LOC9063,0f9282ca-200f-4b53-a566-15c39b509f73,spring_sale,referral,google,customer4722@email.com,Fulfilled,ALT782005,IN_STORE,GIFT_CARD,OVERNIGHT,VIP,DESKTOP,Firefox
122002441,2025-09-19T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC2379,c30cae0f-eafb-40b9-b24d-12f13b687fef,holiday_2024,social,newsletter,customer3736@email.com,Pending,ALT772389,IN_STORE,DEBIT_CARD,EXPRESS,RETURNING,DESKTOP,Chrome
122002442,2022-08-25T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC2474,d3f94133-89e9-4546-b33a-0c29c7cdbad2,new_year,social,google,customer4166@email.com,Fulfilled,ALT129033,IN_STORE,DEBIT_CARD,PICKUP,NEW,DESKTOP,Mobile Safari
122002443,2020-06-10T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC1679,ee8099d3-af4f-473e-ab3f-5e707a6ef3f7,holiday_2024,cpc,google,customer2083@email.com,Processing,ALT591848,CALL_CENTER,GIFT_CARD,STANDARD,NEW,APP,Chrome
122002444,2024-05-28T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC8137,e9a62b91-201e-4cf1-8b90-5d60f49c4c9c,black_friday,direct,newsletter,customer4198@email.com,Processing,ALT789295,WEBSITE,DEBIT_CARD,OVERNIGHT,NEW,APP,Mobile Safari
122002445,2020-04-13T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC5037,1bcf04b1-5552-42d1-ac46-23efd2c7528b,black_friday,referral,bing,customer2973@email.com,Shipped,ALT165473,WEBSITE,CREDIT_CARD,OVERNIGHT,VIP,APP,Edge
122002446,2024-07-05T00:00:00.000,False,True,2000,2000,WEB,dxlg-us,LOC6543,628824fe-1575-44e9-8a92-cd6474137c8e,summer_promo,cpc,bing,customer7538@email.com,Processing,ALT130395,WEBSITE,GIFT_CARD,STANDARD,RETURNING,DESKTOP,Edge
122002447,2024-09-25T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC8646,3fcb7583-320d-45b6-a4c3-e2c6639c19cc,new_year,email,facebook,customer3499@email.com,Processing,ALT315624,WEBSITE,PAYPAL,OVERNIGHT,RETURNING,TABLET,Edge
122002448,2025-08-29T00:00:00.000,False,True,2000,2000,STORE,dxlg-us,LOC3227,c7951ef5-e77b-45c8-ae5c-75f00157a8b3,fall_clearance,social,twitter,customer3437@email.com,Fulfilled,ALT747253,CALL_CENTER,APPLE_PAY,EXPRESS,VIP,APP,Safari
122002449,2024-01-17T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC8513,becd66d1-458f-4594-b454-b2f1b00930bb,summer_promo,direct,bing,customer4115@email.com,Fulfilled,ALT759156,CALL_CENTER,GIFT_CARD,STANDARD,RETURNING,TABLET,Chrome
122002450,2022-09-21T00:00:00.000,False,True,2000,2000,STORE,dxlg-us,LOC4202,1de49cb5-87c1-4854-a363-3be24ee64ea3,cyber_monday,direct,affiliate,customer9659@email.com,Fulfilled,ALT902989,IN_STORE,PAYPAL,SAME_DAY,VIP,TABLET,Safari
122002451,2025-02-06T00:00:00.000,False,True,4000,4000,MOBILE,dxlg-us,LOC6228,92377bc0-e3d6-4d4d-9aab-a628e48cadbf,cyber_monday,organic,affiliate,customer6682@email.com,Fulfilled,ALT844607,MOBILE_APP,APPLE_PAY,STANDARD,LOYALTY,APP,Edge
122002452,2021-11-11T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC5078,c422ac75-6f53-489a-b8df-fd368852b60b,fall_clearance,social,affiliate,customer4844@email.com,Cancelled,ALT426880,WEBSITE,GIFT_CARD,EXPRESS,NEW,DESKTOP,Edge
122002453,2024-10-03T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC2911,6f2d1646-50da-4d3f-a38d-dff0cf250f43,fall_clearance,referral,facebook,customer2505@email.com,Fulfilled,ALT517708,MOBILE_APP,PAYPAL,OVERNIGHT,RETURNING,APP,Safari
122002454,2024-07-01T00:00:00.000,False,True,4000,4000,STORE,dxlg-us,LOC3981,85e16a3b-e251-4ba4-bf0b-bf70cc41fa1c,summer_promo,social,instagram,customer8526@email.com,Fulfilled,ALT397074,CALL_CENTER,PAYPAL,OVERNIGHT,VIP,DESKTOP,Firefox
122002455,2022-04-13T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC2377,dc9098b3-c6a6-4825-a089-86ca03f0b10d,spring_sale,email,newsletter,customer6562@email.com,Fulfilled,ALT703836,CALL_CENTER,PAYPAL,SAME_DAY,VIP,APP,Firefox
122002456,2021-11-13T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC3943,df549ee1-756e-4172-bdaa-19d9c717b67f,new_year,referral,affiliate,customer5919@email.com,Pending,ALT349180,WEBSITE,PAYPAL,STANDARD,RETURNING,DESKTOP,Chrome
122002457,2024-07-28T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC5123,14e2328a-f5c0-4d9f-971a-5de3ddfd4e3c,cyber_monday,organic,instagram,customer3916@email.com,Shipped,ALT725194,IN_STORE,DEBIT_CARD,OVERNIGHT,LOYALTY,MOBILE,Firefox
122002458,2022-05-28T00:00:00.000,False,True,4000,4000,STORE,dxlg-us,LOC7138,911ee70d-037a-44a2-8a3b-6e1cc6791f49,new_year,referral,bing,customer2937@email.com,Fulfilled,ALT351517,WEBSITE,CREDIT_CARD,PICKUP,VIP,DESKTOP,Firefox
122002459,2024-02-18T00:00:00.000,True,False,4000,4000,MOBILE,dxlg-us,LOC5554,d67dd7c8-11f7-4b6a-b0ce-94e7ffe4bcc2,holiday_2024,direct,facebook,customer4843@email.com,Fulfilled,ALT456100,IN_STORE,APPLE_PAY,EXPRESS,VIP,TABLET,Safari
122002460,2020-11-08T00:00:00.000,False,True,4000,4000,WEB,dxlg-us,LOC3298,0aa5d5ac-5577-463d-9b1a-1a718c01a76a,fall_clearance,organic,instagram,customer4909@email.com,Processing,ALT601639,IN_STORE,DEBIT_CARD,OVERNIGHT,RETURNING,DESKTOP,Chrome
122002461,2023-01-05T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC7893,b94314e2-47e1-4570-b23b-069f5122fb36,cyber_monday,referral,bing,customer7377@email.com,Fulfilled,ALT860630,WEBSITE,GIFT_CARD,SAME_DAY,LOYALTY,MOBILE,Edge
122002462,2023-06-21T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC9501,e60826ac-252e-4b99-ac04-a3dcb2cc0cba,holiday_2024,direct,twitter,customer1605@email.com,Pending,ALT454592,WEBSITE,GIFT_CARD,STANDARD,VIP,APP,Chrome
122002463,2023-12-04T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC3698,d273a48a-5860-4ed8-bb53-ed4b32224527,fall_clearance,email,facebook,customer4129@email.com,Fulfilled,ALT535489,WEBSITE,CREDIT_CARD,OVERNIGHT,NEW,MOBILE,Edge
122002464,2021-11-07T00:00:00.000,False,True,4000,4000,STORE,dxlg-us,LOC9379,cf701106-c095-4658-acac-e5e31094c87e,summer_promo,referral,facebook,customer2848@email.com,Fulfilled,ALT162996,IN_STORE,CREDIT_CARD,OVERNIGHT,VIP,MOBILE,Firefox
122002465,2020-05-30T00:00:00.000,False,True,4000,4000,STORE,dxlg-us,LOC7237,35aae313-5521-4ef0-8cce-ca16251d1369,black_friday,direct,affiliate,customer8416@email.com,Shipped,ALT373959,MOBILE_APP,CREDIT_CARD,STANDARD,NEW,TABLET,Chrome
122002466,2023-02-13T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC7426,ea91eaec-b444-46e9-9b60-17abc6d61746,spring_sale,referral,newsletter,customer4650@email.com,Cancelled,ALT612059,MOBILE_APP,DEBIT_CARD,SAME_DAY,LOYALTY,DESKTOP,Firefox
122002467,2024-02-17T00:00:00.000,False,True,5000,5000,PHONE,dxlg-us,LOC5477,e7327e8c-397a-46c8-8d89-465ae7b640c0,holiday_2024,cpc,twitter,customer8709@email.com,Processing,ALT558035,MOBILE_APP,GIFT_CARD,SAME_DAY,RETURNING,MOBILE,Chrome
122002468,2023-10-24T00:00:00.000,False,True,2000,2000,STORE,dxlg-us,LOC9759,f7dc8179-0fcc-440e-b3cf-898ad733cde8,new_year,social,newsletter,customer8267@email.com,Pending,ALT116639,IN_STORE,PAYPAL,STANDARD,NEW,TABLET,Mobile Safari
122002469,2022-06-13T00:00:00.000,False,True,5000,5000,WEB,dxlg-us,LOC6184,12d9ba62-ed81-4991-8219-37fb924ab33f,spring_sale,cpc,affiliate,customer4766@email.com,Shipped,ALT158379,MOBILE_APP,PAYPAL,PICKUP,NEW,MOBILE,Mobile Safari
122002470,2023-12-27T00:00:00.000,False,True,5000,5000,STORE,dxlg-us,LOC7276,94e04169-b32f-483d-8011-2100d02a3f10,holiday_2024,referral,google,customer7867@email.com,Fulfilled,ALT474578,CALL_CENTER,GIFT_CARD,PICKUP,NEW,APP,Firefox
122002471,2020-12-01T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC2451,e434fc20-1875-418f-9c34-f19f9b2e800e,black_friday,cpc,facebook,customer7380@email.com,Fulfilled,ALT795505,MOBILE_APP,GIFT_CARD,OVERNIGHT,VIP,DESKTOP,Mobile Safari
122002472,2020-04-05T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC6656,b3a0aad0-a27a-45cd-a52f-b6838855ba61,black_friday,cpc,google,customer9220@email.com,Fulfilled,ALT924367,MOBILE_APP,PAYPAL,PICKUP,VIP,MOBILE,Firefox
122002473,2021-10-07T00:00:00.000,False,True,5000,5000,MOBILE,dxlg-us,LOC8710,99a2346a-e533-455e-b45f-271dd403de31,new_year,organic,affiliate,customer6420@email.com,Fulfilled,ALT962932,IN_STORE,GIFT_CARD,OVERNIGHT,VIP,APP,Safari
122002474,2025-06-13T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC3534,222cc5ac-b292-4717-8479-29be4d158019,fall_clearance,email,facebook,customer3794@email.com,Fulfilled,ALT957492,CALL_CENTER,GIFT_CARD,PICKUP,NEW,DESKTOP,Edge
122002475,2023-08-22T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC3869,b59fa5c6-5c28-4435-80c3-cca3bcfd7d92,black_friday,cpc,bing,customer8014@email.com,Fulfilled,ALT269983,MOBILE_APP,APPLE_PAY,PICKUP,LOYALTY,TABLET,Mobile Safari
122002476,2020-08-04T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC5410,3126fae7-9f7e-4aa8-80c6-f0820ca88e8f,spring_sale,organic,google,customer1964@email.com,Shipped,ALT374966,WEBSITE,PAYPAL,SAME_DAY,NEW,MOBILE,Firefox
122002477,2021-08-10T00:00:00.000,False,True,5000,5000,PHONE,dxlg-us,LOC8696,f81efd1c-8a84-4f18-acd3-14839c9eb017,fall_clearance,social,affiliate,customer9902@email.com,Fulfilled,ALT172551,MOBILE_APP,APPLE_PAY,PICKUP,LOYALTY,MOBILE,Firefox
122002478,2021-10-21T00:00:00.000,False,True,2000,2000,WEB,dxlg-us,LOC6116,2cc63bf7-5471-4014-b00a-9ef1bc1ace0c,summer_promo,referral,newsletter,customer3745@email.com,Fulfilled,ALT384289,WEBSITE,APPLE_PAY,OVERNIGHT,RETURNING,DESKTOP,Edge
122002479,2022-10-04T00:00:00.000,False,True,2000,2000,WEB,dxlg-us,LOC2129,d905a8e5-11a9-49b3-82d7-f90b6aa145de,black_friday,direct,newsletter,customer9611@email.com,Pending,ALT298029,IN_STORE,DEBIT_CARD,SAME_DAY,RETURNING,APP,Firefox
122002480,2022-02-11T00:00:00.000,False,True,5000,5000,WEB,dxlg-us,LOC5699,819b5b4c-28aa-4457-8913-427206fb3005,spring_sale,referral,bing,customer2080@email.com,Pending,ALT189159,IN_STORE,CREDIT_CARD,EXPRESS,RETURNING,MOBILE,Chrome
122002481,2025-08-28T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC2422,282c9077-a657-40e1-8919-140bbe0bc3a1,black_friday,referral,instagram,customer5092@email.com,Pending,ALT784396,IN_STORE,CREDIT_CARD,EXPRESS,NEW,MOBILE,Chrome
122002482,2022-06-30T00:00:00.000,False,True,4000,4000,WEB,dxlg-us,LOC3594,0667f579-4314-46cc-8cdc-350fad748a8c,cyber_monday,email,google,customer4936@email.com,Pending,ALT609107,IN_STORE,GIFT_CARD,PICKUP,LOYALTY,APP,Safari
122002483,2024-08-31T00:00:00.000,False,True,2000,2000,STORE,dxlg-us,LOC6097,2ee4219b-0603-4866-9030-770f177cdc5a,fall_clearance,cpc,instagram,customer6420@email.com,Shipped,ALT160998,MOBILE_APP,PAYPAL,SAME_DAY,NEW,TABLET,Firefox
122002484,2022-04-07T00:00:00.000,False,True,5000,5000,WEB,dxlg-us,LOC2767,6af74a53-fe11-4d91-8993-e46b2a6d57db,spring_sale,social,newsletter,customer4347@email.com,Shipped,ALT430442,CALL_CENTER,DEBIT_CARD,EXPRESS,NEW,MOBILE,Safari
122002485,2022-10-18T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC6983,52138c7b-d81d-48f8-b5b2-0c21762a74c8,cyber_monday,referral,google,customer6100@email.com,Processing,ALT645282,CALL_CENTER,PAYPAL,STANDARD,LOYALTY,DESKTOP,Safari
122002486,2024-03-22T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC7923,07de816b-9c2f-4edf-8867-01d22b71148f,spring_sale,organic,newsletter,customer5611@email.com,Processing,ALT211278,CALL_CENTER,CREDIT_CARD,OVERNIGHT,VIP,APP,Edge
122002487,2021-10-05T00:00:00.000,False,True,2000,2000,PHONE,dxlg-us,LOC5008,06b235d9-f8ac-42da-852e-37b07ade9f59,cyber_monday,cpc,twitter,customer3225@email.com,Pending,ALT831133,IN_STORE,DEBIT_CARD,STANDARD,RETURNING,TABLET,Chrome
122002488,2024-11-24T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC6650,c73ae921-e7bc-4edb-8c14-d0ada921798c,summer_promo,referral,google,customer3583@email.com,Fulfilled,ALT876498,CALL_CENTER,APPLE_PAY,SAME_DAY,RETURNING,APP,Edge
122002489,2021-04-02T00:00:00.000,False,True,4000,4000,MOBILE,dxlg-us,LOC9798,82c682b9-4a39-453c-849a-230a06aa3e7a,fall_clearance,direct,affiliate,customer2386@email.com,Shipped,ALT802437,CALL_CENTER,APPLE_PAY,OVERNIGHT,NEW,APP,Firefox
122002490,2020-10-02T00:00:00.000,False,True,5000,5000,PHONE,dxlg-us,LOC6137,5074a4db-9f51-4df6-80a2-d4ccb9440cf0,new_year,organic,twitter,customer5803@email.com,Fulfilled,ALT553570,CALL_CENTER,PAYPAL,EXPRESS,RETURNING,DESKTOP,Chrome
122002491,2022-11-22T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC5966,bea4353e-073c-4eea-b84c-b267af36a724,new_year,social,affiliate,customer9623@email.com,Pending,ALT619585,CALL_CENTER,PAYPAL,OVERNIGHT,LOYALTY,DESKTOP,Chrome
122002492,2025-08-18T00:00:00.000,False,True,2000,2000,PHONE,dxlg-us,LOC1738,7cc92fbe-62ec-48f6-9a83-e755cf39e154,spring_sale,referral,instagram,customer7156@email.com,Pending,ALT145600,MOBILE_APP,GIFT_CARD,PICKUP,RETURNING,TABLET,Chrome
122002493,2021-06-09T00:00:00.000,False,True,5000,5000,WEB,dxlg-us,LOC1938,2b24a7e2-8f24-4830-99ed-d49257d66e37,new_year,referral,instagram,customer2256@email.com,Pending,ALT607047,WEBSITE,GIFT_CARD,EXPRESS,VIP,APP,Chrome
122002494,2022-10-13T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC5883,c75cc054-8909-41ae-8646-cb8baa02f1ff,spring_sale,referral,newsletter,customer3089@email.com,Cancelled,ALT818517,WEBSITE,GIFT_CARD,OVERNIGHT,VIP,APP,Firefox
122002495,2021-12-27T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC9238,3f723df4-035e-455a-94f2-403e4ad29556,cyber_monday,referral,affiliate,customer4296@email.com,Cancelled,ALT231598,IN_STORE,GIFT_CARD,SAME_DAY,VIP,DESKTOP,Firefox
122002496,2020-08-01T00:00:00.000,False,True,2000,2000,WEB,dxlg-us,LOC6693,f0d57aa4-3193-4250-b2ff-f8572f9253ec,fall_clearance,referral,newsletter,customer2799@email.com,Processing,ALT440893,CALL_CENTER,GIFT_CARD,PICKUP,NEW,APP,Edge
122002497,2023-05-20T00:00:00.000,True,False,2000,2000,MOBILE,dxlg-us,LOC7357,3c4a427a-18f3-4fea-abc4-f5a9d33a2ae8,fall_clearance,organic,twitter,customer1231@email.com,Fulfilled,ALT696298,CALL_CENTER,PAYPAL,STANDARD,LOYALTY,DESKTOP,Chrome
122002498,2022-06-16T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC4078,a3a62230-1614-467b-8e67-ce09612aae8b,summer_promo,social,instagram,customer7085@email.com,Fulfilled,ALT635570,MOBILE_APP,PAYPAL,PICKUP,LOYALTY,DESKTOP,Mobile Safari
122002499,2021-06-10T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC8389,b22221c0-c01d-482a-8b59-26e735923e94,new_year,referral,instagram,customer7354@email.com,Shipped,ALT609696,CALL_CENTER,APPLE_PAY,PICKUP,LOYALTY,MOBILE,Chrome
